STATION,DATECode,Year,MonDay,Month,Day,Time,Date,HPCP
CDAIR,20100517,2010,0517,05,17,19:00:00,05/17/2010,11
CDAIR,20100517,2010,0517,05,17,20:00:00,05/17/2010,0
CDAIR,20100518,2010,0518,05,18,1:00:00,05/18/2010,0
CDAIR,20100518,2010,0518,05,18,2:00:00,05/18/2010,0
CDAIR,20100518,2010,0518,05,18,6:00:00,05/18/2010,0
CDAIR,20100518,2010,0518,05,18,7:00:00,05/18/2010,0
CDAIR,20100518,2010,0518,05,18,21:00:00,05/18/2010,0
CDAIR,20100519,2010,0519,05,19,9:00:00,05/19/2010,0
CDAIR,20100519,2010,0519,05,19,23:00:00,05/19/2010,0
CDAIR,20100521,2010,0521,05,21,13:00:00,05/21/2010,0
CDAIR,20100521,2010,0521,05,21,14:00:00,05/21/2010,0
CDAIR,20100521,2010,0521,05,21,17:00:00,05/21/2010,2
CDAIR,20100521,2010,0521,05,21,18:00:00,05/21/2010,18
CDAIR,20100522,2010,0522,05,22,9:00:00,05/22/2010,0
CDAIR,20100522,2010,0522,05,22,12:00:00,05/22/2010,0
CDAIR,20100524,2010,0524,05,24,12:00:00,05/24/2010,0
CDAIR,20100524,2010,0524,05,24,13:00:00,05/24/2010,13
CDAIR,20100524,2010,0524,05,24,14:00:00,05/24/2010,0
CDAIR,20100524,2010,0524,05,24,15:00:00,05/24/2010,10
CDAIR,20100524,2010,0524,05,24,17:00:00,05/24/2010,0
CDAIR,20100524,2010,0524,05,24,18:00:00,05/24/2010,0
CDAIR,20100524,2010,0524,05,24,20:00:00,05/24/2010,0
CDAIR,20100524,2010,0524,05,24,21:00:00,05/24/2010,1
CDAIR,20100525,2010,0525,05,25,13:00:00,05/25/2010,0
CDAIR,20100525,2010,0525,05,25,14:00:00,05/25/2010,0
CDAIR,20100525,2010,0525,05,25,19:00:00,05/25/2010,0
CDAIR,20100525,2010,0525,05,25,20:00:00,05/25/2010,0
CDAIR,20100528,2010,0528,05,28,16:00:00,05/28/2010,5
CDAIR,20100528,2010,0528,05,28,18:00:00,05/28/2010,0
CDAIR,20100528,2010,0528,05,28,19:00:00,05/28/2010,0
CDAIR,20100528,2010,0528,05,28,20:00:00,05/28/2010,6
CDAIR,20100528,2010,0528,05,28,21:00:00,05/28/2010,43
CDAIR,20100528,2010,0528,05,28,22:00:00,05/28/2010,17
CDAIR,20100528,2010,0528,05,28,23:00:00,05/28/2010,12
CDAIR,20100529,2010,0529,05,29,0:00:00,05/29/2010,1
CDAIR,20100529,2010,0529,05,29,1:00:00,05/29/2010,4
CDAIR,20100529,2010,0529,05,29,2:00:00,05/29/2010,0
CDAIR,20100529,2010,0529,05,29,3:00:00,05/29/2010,0
CDAIR,20100529,2010,0529,05,29,19:00:00,05/29/2010,1
CDAIR,20100529,2010,0529,05,29,20:00:00,05/29/2010,0
CDAIR,20100531,2010,0531,05,31,9:00:00,05/31/2010,0
CDAIR,20100531,2010,0531,05,31,10:00:00,05/31/2010,24
CDAIR,20100531,2010,0531,05,31,11:00:00,05/31/2010,3
CDAIR,20100531,2010,0531,05,31,12:00:00,05/31/2010,9
CDAIR,20100531,2010,0531,05,31,13:00:00,05/31/2010,3
CDAIR,20100531,2010,0531,05,31,14:00:00,05/31/2010,13
CDAIR,20100531,2010,0531,05,31,15:00:00,05/31/2010,11
CDAIR,20100531,2010,0531,05,31,16:00:00,05/31/2010,6
CDAIR,20100601,2010,0601,06,01,0:00:00,06/01/2010,0
CDAIR,20100601,2010,0601,06,01,1:00:00,06/01/2010,0
CDAIR,20100601,2010,0601,06,01,2:00:00,06/01/2010,70
CDAIR,20100601,2010,0601,06,01,3:00:00,06/01/2010,55
CDAIR,20100601,2010,0601,06,01,4:00:00,06/01/2010,0
CDAIR,20100601,2010,0601,06,01,10:00:00,06/01/2010,44
CDAIR,20100601,2010,0601,06,01,18:00:00,06/01/2010,0
CDAIR,20100601,2010,0601,06,01,19:00:00,06/01/2010,0
CDAIR,20100601,2010,0601,06,01,20:00:00,06/01/2010,0
CDAIR,20100602,2010,0602,06,02,17:00:00,06/02/2010,18
CDAIR,20100602,2010,0602,06,02,18:00:00,06/02/2010,67
CDAIR,20100602,2010,0602,06,02,19:00:00,06/02/2010,1
CDAIR,20100602,2010,0602,06,02,20:00:00,06/02/2010,1
CDAIR,20100604,2010,0604,06,04,19:00:00,06/04/2010,0
CDAIR,20100604,2010,0604,06,04,20:00:00,06/04/2010,0
CDAIR,20100605,2010,0605,06,05,17:00:00,06/05/2010,3
CDAIR,20100606,2010,0606,06,06,20:00:00,06/06/2010,5
CDAIR,20100606,2010,0606,06,06,21:00:00,06/06/2010,0
CDAIR,20100609,2010,0609,06,09,18:00:00,06/09/2010,0
CDAIR,20100610,2010,0610,06,10,17:00:00,06/10/2010,16
CDAIR,20100610,2010,0610,06,10,18:00:00,06/10/2010,0
CDAIR,20100613,2010,0613,06,13,17:00:00,06/13/2010,0
CDAIR,20100613,2010,0613,06,13,18:00:00,06/13/2010,0
CDAIR,20100613,2010,0613,06,13,20:00:00,06/13/2010,0
CDAIR,20100613,2010,0613,06,13,21:00:00,06/13/2010,0
CDAIR,20100615,2010,0615,06,15,16:00:00,06/15/2010,0
CDAIR,20100616,2010,0616,06,16,22:00:00,06/16/2010,0
CDAIR,20100616,2010,0616,06,16,23:00:00,06/16/2010,0
CDAIR,20100626,2010,0626,06,26,2:00:00,06/26/2010,0
CDAIR,20100629,2010,0629,06,29,14:00:00,06/29/2010,0
CDAIR,20100629,2010,0629,06,29,15:00:00,06/29/2010,6
CDAIR,20100629,2010,0629,06,29,16:00:00,06/29/2010,1
CDAIR,20100629,2010,0629,06,29,17:00:00,06/29/2010,0
CDAIR,20100629,2010,0629,06,29,23:00:00,06/29/2010,1
CDAIR,20100630,2010,0630,06,30,0:00:00,06/30/2010,0
CDAIR,20100630,2010,0630,06,30,1:00:00,06/30/2010,0
CDAIR,20100630,2010,0630,06,30,2:00:00,06/30/2010,0
CDAIR,20100630,2010,0630,06,30,3:00:00,06/30/2010,0
CDAIR,20100630,2010,0630,06,30,4:00:00,06/30/2010,1
CDAIR,20100630,2010,0630,06,30,5:00:00,06/30/2010,0
CDAIR,20100630,2010,0630,06,30,6:00:00,06/30/2010,0
CDAIR,20100630,2010,0630,06,30,7:00:00,06/30/2010,0
CDAIR,20100630,2010,0630,06,30,10:00:00,06/30/2010,0
CDAIR,20100630,2010,0630,06,30,12:00:00,06/30/2010,0
CDAIR,20100701,2010,0701,07,01,1:00:00,07/01/2010,0
CDAIR,20100709,2010,0709,07,09,20:00:00,07/09/2010,0
CDAIR,20100709,2010,0709,07,09,21:00:00,07/09/2010,1
CDAIR,20100710,2010,0710,07,10,2:00:00,07/10/2010,0
CDAIR,20100710,2010,0710,07,10,3:00:00,07/10/2010,0
CDAIR,20100712,2010,0712,07,12,13:00:00,07/12/2010,142
CDAIR,20100712,2010,0712,07,12,14:00:00,07/12/2010,0
CDAIR,20100712,2010,0712,07,12,15:00:00,07/12/2010,12
CDAIR,20100712,2010,0712,07,12,16:00:00,07/12/2010,0
CDAIR,20100712,2010,0712,07,12,19:00:00,07/12/2010,1
CDAIR,20100712,2010,0712,07,12,20:00:00,07/12/2010,1
CDAIR,20100713,2010,0713,07,13,9:00:00,07/13/2010,0
CDAIR,20100713,2010,0713,07,13,21:00:00,07/13/2010,0
CDAIR,20100713,2010,0713,07,13,23:00:00,07/13/2010,0
CDAIR,20100714,2010,0714,07,14,0:00:00,07/14/2010,0
CDAIR,20100716,2010,0716,07,16,16:00:00,07/16/2010,8
CDAIR,20100716,2010,0716,07,16,17:00:00,07/16/2010,0
CDAIR,20100717,2010,0717,07,17,17:00:00,07/17/2010,0
CDAIR,20100717,2010,0717,07,17,18:00:00,07/17/2010,0
CDAIR,20100717,2010,0717,07,17,20:00:00,07/17/2010,0
CDAIR,20100717,2010,0717,07,17,21:00:00,07/17/2010,3
CDAIR,20100717,2010,0717,07,17,23:00:00,07/17/2010,0
CDAIR,20100718,2010,0718,07,18,14:00:00,07/18/2010,0
CDAIR,20100718,2010,0718,07,18,18:00:00,07/18/2010,0
CDAIR,20100718,2010,0718,07,18,19:00:00,07/18/2010,7
CDAIR,20100718,2010,0718,07,18,20:00:00,07/18/2010,1
CDAIR,20100718,2010,0718,07,18,21:00:00,07/18/2010,0
CDAIR,20100719,2010,0719,07,19,14:00:00,07/19/2010,32
CDAIR,20100721,2010,0721,07,21,20:00:00,07/21/2010,0
CDAIR,20100721,2010,0721,07,21,21:00:00,07/21/2010,0
CDAIR,20100724,2010,0724,07,24,15:00:00,07/24/2010,0
CDAIR,20100724,2010,0724,07,24,16:00:00,07/24/2010,0
CDAIR,20100725,2010,0725,07,25,20:00:00,07/25/2010,1
CDAIR,20100725,2010,0725,07,25,21:00:00,07/25/2010,0
CDAIR,20100727,2010,0727,07,27,9:00:00,07/27/2010,0
CDAIR,20100727,2010,0727,07,27,17:00:00,07/27/2010,2
CDAIR,20100727,2010,0727,07,27,18:00:00,07/27/2010,4
CDAIR,20100727,2010,0727,07,27,19:00:00,07/27/2010,0
CDAIR,20100728,2010,0728,07,28,10:00:00,07/28/2010,3
CDAIR,20100728,2010,0728,07,28,11:00:00,07/28/2010,1
CDAIR,20100728,2010,0728,07,28,12:00:00,07/28/2010,0
CDAIR,20100731,2010,0731,07,31,13:00:00,07/31/2010,1
CDAIR,20100731,2010,0731,07,31,14:00:00,07/31/2010,1
CDAIR,20100731,2010,0731,07,31,15:00:00,07/31/2010,0
CDAIR,20100731,2010,0731,07,31,16:00:00,07/31/2010,0
CDAIR,20100731,2010,0731,07,31,17:00:00,07/31/2010,0
CDAIR,20100731,2010,0731,07,31,18:00:00,07/31/2010,26
CDAIR,20100731,2010,0731,07,31,19:00:00,07/31/2010,0
CDAIR,20100731,2010,0731,07,31,20:00:00,07/31/2010,1
CDAIR,20100801,2010,0801,08,01,0:00:00,08/01/2010,0
CDAIR,20100801,2010,0801,08,01,1:00:00,08/01/2010,0
CDAIR,20100801,2010,0801,08,01,2:00:00,08/01/2010,3
CDAIR,20100801,2010,0801,08,01,3:00:00,08/01/2010,20
CDAIR,20100805,2010,0805,08,05,17:00:00,08/05/2010,2
CDAIR,20100805,2010,0805,08,05,19:00:00,08/05/2010,12
CDAIR,20100805,2010,0805,08,05,20:00:00,08/05/2010,5
CDAIR,20100805,2010,0805,08,05,21:00:00,08/05/2010,2
CDAIR,20100806,2010,0806,08,06,21:00:00,08/06/2010,83
CDAIR,20100806,2010,0806,08,06,22:00:00,08/06/2010,8
CDAIR,20100814,2010,0814,08,14,20:00:00,08/14/2010,0
CDAIR,20100814,2010,0814,08,14,21:00:00,08/14/2010,98
CDAIR,20100814,2010,0814,08,14,22:00:00,08/14/2010,26
CDAIR,20100814,2010,0814,08,14,23:00:00,08/14/2010,7
CDAIR,20100815,2010,0815,08,15,0:00:00,08/15/2010,0
CDAIR,20100815,2010,0815,08,15,9:00:00,08/15/2010,2
CDAIR,20100815,2010,0815,08,15,13:00:00,08/15/2010,1
CDAIR,20100815,2010,0815,08,15,14:00:00,08/15/2010,0
CDAIR,20100817,2010,0817,08,17,14:00:00,08/17/2010,0
CDAIR,20100817,2010,0817,08,17,15:00:00,08/17/2010,0
CDAIR,20100818,2010,0818,08,18,19:00:00,08/18/2010,9
CDAIR,20100818,2010,0818,08,18,20:00:00,08/18/2010,0
CDAIR,20100818,2010,0818,08,18,21:00:00,08/18/2010,0
CDAIR,20100818,2010,0818,08,18,23:00:00,08/18/2010,0
CDAIR,20100819,2010,0819,08,19,1:00:00,08/19/2010,1
CDAIR,20100819,2010,0819,08,19,2:00:00,08/19/2010,2
CDAIR,20100819,2010,0819,08,19,3:00:00,08/19/2010,0
CDAIR,20100819,2010,0819,08,19,4:00:00,08/19/2010,29
CDAIR,20100819,2010,0819,08,19,5:00:00,08/19/2010,102
CDAIR,20100819,2010,0819,08,19,6:00:00,08/19/2010,7
CDAIR,20100819,2010,0819,08,19,7:00:00,08/19/2010,7
CDAIR,20100819,2010,0819,08,19,15:00:00,08/19/2010,35
CDAIR,20100819,2010,0819,08,19,16:00:00,08/19/2010,6
CDAIR,20100819,2010,0819,08,19,17:00:00,08/19/2010,6
CDAIR,20100819,2010,0819,08,19,18:00:00,08/19/2010,0
CDAIR,20100819,2010,0819,08,19,19:00:00,08/19/2010,1
CDAIR,20100828,2010,0828,08,28,22:00:00,08/28/2010,1
CDAIR,20100828,2010,0828,08,28,23:00:00,08/28/2010,0
CDAIR,20100901,2010,0901,09,01,1:00:00,09/01/2010,0
CDAIR,20100908,2010,0908,09,08,15:00:00,09/08/2010,0
CDAIR,20100908,2010,0908,09,08,16:00:00,09/08/2010,0
CDAIR,20100911,2010,0911,09,11,10:00:00,09/11/2010,0
CDAIR,20100911,2010,0911,09,11,12:00:00,09/11/2010,0
CDAIR,20100911,2010,0911,09,11,13:00:00,09/11/2010,5
CDAIR,20100911,2010,0911,09,11,14:00:00,09/11/2010,7
CDAIR,20100911,2010,0911,09,11,15:00:00,09/11/2010,2
CDAIR,20100911,2010,0911,09,11,16:00:00,09/11/2010,0
CDAIR,20100912,2010,0912,09,12,0:00:00,09/12/2010,0
CDAIR,20100912,2010,0912,09,12,1:00:00,09/12/2010,0
CDAIR,20100912,2010,0912,09,12,2:00:00,09/12/2010,0
CDAIR,20100922,2010,0922,09,22,19:00:00,09/22/2010,0
CDAIR,20100922,2010,0922,09,22,20:00:00,09/22/2010,0
CDAIR,20100925,2010,0925,09,25,19:00:00,09/25/2010,11
CDAIR,20100925,2010,0925,09,25,20:00:00,09/25/2010,0
CDAIR,20100925,2010,0925,09,25,21:00:00,09/25/2010,0
CDAIR,20100926,2010,0926,09,26,11:00:00,09/26/2010,27
CDAIR,20100926,2010,0926,09,26,12:00:00,09/26/2010,8
CDAIR,20100926,2010,0926,09,26,13:00:00,09/26/2010,6
CDAIR,20100926,2010,0926,09,26,14:00:00,09/26/2010,1
CDAIR,20100926,2010,0926,09,26,15:00:00,09/26/2010,0
CDAIR,20100926,2010,0926,09,26,16:00:00,09/26/2010,0
CDAIR,20100926,2010,0926,09,26,17:00:00,09/26/2010,0
CDAIR,20100926,2010,0926,09,26,18:00:00,09/26/2010,3
CDAIR,20100926,2010,0926,09,26,19:00:00,09/26/2010,2
CDAIR,20100926,2010,0926,09,26,20:00:00,09/26/2010,6
CDAIR,20100926,2010,0926,09,26,21:00:00,09/26/2010,11
CDAIR,20100926,2010,0926,09,26,22:00:00,09/26/2010,28
CDAIR,20100926,2010,0926,09,26,23:00:00,09/26/2010,67
CDAIR,20100927,2010,0927,09,27,0:00:00,09/27/2010,27
CDAIR,20100927,2010,0927,09,27,1:00:00,09/27/2010,6
CDAIR,20100927,2010,0927,09,27,2:00:00,09/27/2010,1
CDAIR,20100927,2010,0927,09,27,3:00:00,09/27/2010,1
CDAIR,20100927,2010,0927,09,27,4:00:00,09/27/2010,1
CDAIR,20100927,2010,0927,09,27,5:00:00,09/27/2010,2
CDAIR,20100927,2010,0927,09,27,6:00:00,09/27/2010,0
CDAIR,20100927,2010,0927,09,27,8:00:00,09/27/2010,1
CDAIR,20100927,2010,0927,09,27,9:00:00,09/27/2010,0
CDAIR,20100927,2010,0927,09,27,10:00:00,09/27/2010,2
CDAIR,20100927,2010,0927,09,27,11:00:00,09/27/2010,0
CDAIR,20100927,2010,0927,09,27,12:00:00,09/27/2010,6
CDAIR,20100927,2010,0927,09,27,14:00:00,09/27/2010,12
CDAIR,20100927,2010,0927,09,27,15:00:00,09/27/2010,39
CDAIR,20100927,2010,0927,09,27,16:00:00,09/27/2010,7
CDAIR,20100927,2010,0927,09,27,17:00:00,09/27/2010,5
CDAIR,20100927,2010,0927,09,27,18:00:00,09/27/2010,3
CDAIR,20100927,2010,0927,09,27,19:00:00,09/27/2010,0
CDAIR,20100927,2010,0927,09,27,20:00:00,09/27/2010,0
CDAIR,20100927,2010,0927,09,27,21:00:00,09/27/2010,0
CDAIR,20100927,2010,0927,09,27,22:00:00,09/27/2010,0
CDAIR,20100927,2010,0927,09,27,23:00:00,09/27/2010,55
CDAIR,20100928,2010,0928,09,28,0:00:00,09/28/2010,0
CDAIR,20100929,2010,0929,09,29,5:00:00,09/29/2010,0
CDAIR,20100929,2010,0929,09,29,6:00:00,09/29/2010,12
CDAIR,20100929,2010,0929,09,29,7:00:00,09/29/2010,9
CDAIR,20100929,2010,0929,09,29,8:00:00,09/29/2010,10
CDAIR,20100929,2010,0929,09,29,9:00:00,09/29/2010,2
CDAIR,20100929,2010,0929,09,29,13:00:00,09/29/2010,1
CDAIR,20100929,2010,0929,09,29,14:00:00,09/29/2010,2
CDAIR,20100929,2010,0929,09,29,15:00:00,09/29/2010,0
CDAIR,20100929,2010,0929,09,29,16:00:00,09/29/2010,0
CDAIR,20100929,2010,0929,09,29,18:00:00,09/29/2010,1
CDAIR,20100929,2010,0929,09,29,19:00:00,09/29/2010,12
CDAIR,20100929,2010,0929,09,29,20:00:00,09/29/2010,5
CDAIR,20100929,2010,0929,09,29,21:00:00,09/29/2010,3
CDAIR,20100929,2010,0929,09,29,22:00:00,09/29/2010,1
CDAIR,20100929,2010,0929,09,29,23:00:00,09/29/2010,2
CDAIR,20100930,2010,0930,09,30,0:00:00,09/30/2010,2
CDAIR,20100930,2010,0930,09,30,1:00:00,09/30/2010,0
CDAIR,20100930,2010,0930,09,30,2:00:00,09/30/2010,0
CDAIR,20100930,2010,0930,09,30,3:00:00,09/30/2010,1
CDAIR,20100930,2010,0930,09,30,22:00:00,09/30/2010,0
CDAIR,20100930,2010,0930,09,30,23:00:00,09/30/2010,3
CDAIR,20101001,2010,1001,10,01,0:00:00,10/01/2010,0
CDAIR,20101001,2010,1001,10,01,1:00:00,10/01/2010,0
CDAIR,20101003,2010,1003,10,03,18:00:00,10/03/2010,0
CDAIR,20101003,2010,1003,10,03,19:00:00,10/03/2010,0
CDAIR,20101004,2010,1004,10,04,0:00:00,10/04/2010,0
CDAIR,20101004,2010,1004,10,04,1:00:00,10/04/2010,0
CDAIR,20101004,2010,1004,10,04,2:00:00,10/04/2010,1
CDAIR,20101004,2010,1004,10,04,3:00:00,10/04/2010,0
CDAIR,20101004,2010,1004,10,04,4:00:00,10/04/2010,0
CDAIR,20101004,2010,1004,10,04,5:00:00,10/04/2010,0
CDAIR,20101004,2010,1004,10,04,6:00:00,10/04/2010,1
CDAIR,20101004,2010,1004,10,04,7:00:00,10/04/2010,0
CDAIR,20101004,2010,1004,10,04,8:00:00,10/04/2010,0
CDAIR,20101014,2010,1014,10,14,6:00:00,10/14/2010,8
CDAIR,20101014,2010,1014,10,14,7:00:00,10/14/2010,1
CDAIR,20101014,2010,1014,10,14,11:00:00,10/14/2010,0
CDAIR,20101014,2010,1014,10,14,12:00:00,10/14/2010,0
CDAIR,20101020,2010,1020,10,20,7:00:00,10/20/2010,0
CDAIR,20101020,2010,1020,10,20,8:00:00,10/20/2010,0
CDAIR,20101020,2010,1020,10,20,9:00:00,10/20/2010,6
CDAIR,20101020,2010,1020,10,20,10:00:00,10/20/2010,4
CDAIR,20101020,2010,1020,10,20,11:00:00,10/20/2010,0
CDAIR,20101020,2010,1020,10,20,12:00:00,10/20/2010,0
CDAIR,20101025,2010,1025,10,25,8:00:00,10/25/2010,1
CDAIR,20101025,2010,1025,10,25,9:00:00,10/25/2010,1
CDAIR,20101025,2010,1025,10,25,10:00:00,10/25/2010,3
CDAIR,20101025,2010,1025,10,25,11:00:00,10/25/2010,11
CDAIR,20101025,2010,1025,10,25,12:00:00,10/25/2010,0
CDAIR,20101025,2010,1025,10,25,13:00:00,10/25/2010,2
CDAIR,20101025,2010,1025,10,25,14:00:00,10/25/2010,1
CDAIR,20101026,2010,1026,10,26,1:00:00,10/26/2010,0
CDAIR,20101026,2010,1026,10,26,2:00:00,10/26/2010,2
CDAIR,20101026,2010,1026,10,26,3:00:00,10/26/2010,0
CDAIR,20101026,2010,1026,10,26,5:00:00,10/26/2010,1
CDAIR,20101026,2010,1026,10,26,6:00:00,10/26/2010,0
CDAIR,20101026,2010,1026,10,26,7:00:00,10/26/2010,0
CDAIR,20101026,2010,1026,10,26,16:00:00,10/26/2010,0
CDAIR,20101027,2010,1027,10,27,15:00:00,10/27/2010,0
CDAIR,20101027,2010,1027,10,27,16:00:00,10/27/2010,13
CDAIR,20101027,2010,1027,10,27,17:00:00,10/27/2010,0
CDAIR,20101027,2010,1027,10,27,20:00:00,10/27/2010,44
CDAIR,20101027,2010,1027,10,27,21:00:00,10/27/2010,13
CDAIR,20101101,2010,1101,11,01,1:00:00,11/01/2010,0
CDAIR,20101103,2010,1103,11,03,10:00:00,11/03/2010,0
CDAIR,20101103,2010,1103,11,03,11:00:00,11/03/2010,0
CDAIR,20101103,2010,1103,11,03,12:00:00,11/03/2010,0
CDAIR,20101103,2010,1103,11,03,14:00:00,11/03/2010,0
CDAIR,20101103,2010,1103,11,03,15:00:00,11/03/2010,0
CDAIR,20101103,2010,1103,11,03,16:00:00,11/03/2010,0
CDAIR,20101103,2010,1103,11,03,19:00:00,11/03/2010,0
CDAIR,20101103,2010,1103,11,03,20:00:00,11/03/2010,0
CDAIR,20101103,2010,1103,11,03,21:00:00,11/03/2010,5
CDAIR,20101103,2010,1103,11,03,22:00:00,11/03/2010,0
CDAIR,20101103,2010,1103,11,03,23:00:00,11/03/2010,0
CDAIR,20101104,2010,1104,11,04,0:00:00,11/04/2010,0
CDAIR,20101104,2010,1104,11,04,1:00:00,11/04/2010,0
CDAIR,20101104,2010,1104,11,04,2:00:00,11/04/2010,3
CDAIR,20101104,2010,1104,11,04,3:00:00,11/04/2010,3
CDAIR,20101104,2010,1104,11,04,4:00:00,11/04/2010,3
CDAIR,20101104,2010,1104,11,04,5:00:00,11/04/2010,3
CDAIR,20101104,2010,1104,11,04,6:00:00,11/04/2010,6
CDAIR,20101104,2010,1104,11,04,7:00:00,11/04/2010,6
CDAIR,20101104,2010,1104,11,04,8:00:00,11/04/2010,3
CDAIR,20101104,2010,1104,11,04,9:00:00,11/04/2010,9
CDAIR,20101104,2010,1104,11,04,10:00:00,11/04/2010,6
CDAIR,20101104,2010,1104,11,04,11:00:00,11/04/2010,4
CDAIR,20101104,2010,1104,11,04,12:00:00,11/04/2010,1
CDAIR,20101104,2010,1104,11,04,13:00:00,11/04/2010,0
CDAIR,20101105,2010,1105,11,05,14:00:00,11/05/2010,0
CDAIR,20101105,2010,1105,11,05,15:00:00,11/05/2010,0
CDAIR,20101105,2010,1105,11,05,16:00:00,11/05/2010,0
CDAIR,20101105,2010,1105,11,05,19:00:00,11/05/2010,0
CDAIR,20101115,2010,1115,11,15,12:00:00,11/15/2010,0
CDAIR,20101115,2010,1115,11,15,13:00:00,11/15/2010,0
CDAIR,20101115,2010,1115,11,15,14:00:00,11/15/2010,0
CDAIR,20101115,2010,1115,11,15,15:00:00,11/15/2010,0
CDAIR,20101115,2010,1115,11,15,19:00:00,11/15/2010,0
CDAIR,20101115,2010,1115,11,15,20:00:00,11/15/2010,0
CDAIR,20101116,2010,1116,11,16,5:00:00,11/16/2010,0
CDAIR,20101116,2010,1116,11,16,6:00:00,11/16/2010,0
CDAIR,20101116,2010,1116,11,16,11:00:00,11/16/2010,1
CDAIR,20101116,2010,1116,11,16,12:00:00,11/16/2010,0
CDAIR,20101116,2010,1116,11,16,13:00:00,11/16/2010,3
CDAIR,20101116,2010,1116,11,16,14:00:00,11/16/2010,1
CDAIR,20101116,2010,1116,11,16,15:00:00,11/16/2010,0
CDAIR,20101116,2010,1116,11,16,16:00:00,11/16/2010,0
CDAIR,20101116,2010,1116,11,16,17:00:00,11/16/2010,0
CDAIR,20101116,2010,1116,11,16,21:00:00,11/16/2010,0
CDAIR,20101116,2010,1116,11,16,22:00:00,11/16/2010,0
CDAIR,20101123,2010,1123,11,23,17:00:00,11/23/2010,3
CDAIR,20101123,2010,1123,11,23,18:00:00,11/23/2010,1
CDAIR,20101123,2010,1123,11,23,19:00:00,11/23/2010,1
CDAIR,20101123,2010,1123,11,23,20:00:00,11/23/2010,0
CDAIR,20101125,2010,1125,11,25,7:00:00,11/25/2010,0
CDAIR,20101125,2010,1125,11,25,8:00:00,11/25/2010,0
CDAIR,20101125,2010,1125,11,25,9:00:00,11/25/2010,4
CDAIR,20101125,2010,1125,11,25,10:00:00,11/25/2010,0
CDAIR,20101125,2010,1125,11,25,11:00:00,11/25/2010,1
CDAIR,20101125,2010,1125,11,25,12:00:00,11/25/2010,0
CDAIR,20101126,2010,1126,11,26,7:00:00,11/26/2010,7
CDAIR,20101126,2010,1126,11,26,8:00:00,11/26/2010,9
CDAIR,20101126,2010,1126,11,26,9:00:00,11/26/2010,1
CDAIR,20101126,2010,1126,11,26,10:00:00,11/26/2010,0
CDAIR,20101126,2010,1126,11,26,12:00:00,11/26/2010,0
CDAIR,20101126,2010,1126,11,26,13:00:00,11/26/2010,0
CDAIR,20101126,2010,1126,11,26,18:00:00,11/26/2010,0
CDAIR,20101126,2010,1126,11,26,19:00:00,11/26/2010,0
CDAIR,20101126,2010,1126,11,26,20:00:00,11/26/2010,0
CDAIR,20101130,2010,1130,11,30,0:00:00,11/30/2010,0
CDAIR,20101130,2010,1130,11,30,1:00:00,11/30/2010,2
CDAIR,20101130,2010,1130,11,30,2:00:00,11/30/2010,2
CDAIR,20101130,2010,1130,11,30,3:00:00,11/30/2010,0
CDAIR,20101130,2010,1130,11,30,4:00:00,11/30/2010,1
CDAIR,20101130,2010,1130,11,30,5:00:00,11/30/2010,1
CDAIR,20101130,2010,1130,11,30,6:00:00,11/30/2010,4
CDAIR,20101130,2010,1130,11,30,7:00:00,11/30/2010,1
CDAIR,20101130,2010,1130,11,30,8:00:00,11/30/2010,0
CDAIR,20101130,2010,1130,11,30,9:00:00,11/30/2010,0
CDAIR,20101130,2010,1130,11,30,10:00:00,11/30/2010,0
CDAIR,20101130,2010,1130,11,30,11:00:00,11/30/2010,0
CDAIR,20101130,2010,1130,11,30,12:00:00,11/30/2010,1
CDAIR,20101130,2010,1130,11,30,13:00:00,11/30/2010,2
CDAIR,20101130,2010,1130,11,30,14:00:00,11/30/2010,3
CDAIR,20101130,2010,1130,11,30,15:00:00,11/30/2010,0
CDAIR,20101130,2010,1130,11,30,16:00:00,11/30/2010,0
CDAIR,20101130,2010,1130,11,30,18:00:00,11/30/2010,0
CDAIR,20101130,2010,1130,11,30,19:00:00,11/30/2010,1
CDAIR,20101130,2010,1130,11,30,20:00:00,11/30/2010,1
CDAIR,20101130,2010,1130,11,30,21:00:00,11/30/2010,0
CDAIR,20101130,2010,1130,11,30,22:00:00,11/30/2010,4
CDAIR,20101201,2010,1201,12,01,0:00:00,12/01/2010,31
CDAIR,20101201,2010,1201,12,01,1:00:00,12/01/2010,33
CDAIR,20101201,2010,1201,12,01,2:00:00,12/01/2010,23
CDAIR,20101201,2010,1201,12,01,3:00:00,12/01/2010,19
CDAIR,20101201,2010,1201,12,01,4:00:00,12/01/2010,1
CDAIR,20101204,2010,1204,12,04,7:00:00,12/04/2010,0
CDAIR,20101204,2010,1204,12,04,8:00:00,12/04/2010,0
CDAIR,20101204,2010,1204,12,04,9:00:00,12/04/2010,0
CDAIR,20101204,2010,1204,12,04,14:00:00,12/04/2010,6
CDAIR,20101204,2010,1204,12,04,15:00:00,12/04/2010,0
CDAIR,20101204,2010,1204,12,04,16:00:00,12/04/2010,0
CDAIR,20101204,2010,1204,12,04,17:00:00,12/04/2010,1
CDAIR,20101204,2010,1204,12,04,18:00:00,12/04/2010,1
CDAIR,20101204,2010,1204,12,04,20:00:00,12/04/2010,1
CDAIR,20101204,2010,1204,12,04,21:00:00,12/04/2010,0
CDAIR,20101204,2010,1204,12,04,22:00:00,12/04/2010,0
