Code,Long,Year,MonDay,Month,Day,Hour,Date,RainDepth
CDAIR,20101201,2010,1201,12,1,2,12/1/10,23
CDAIR,20101201,2010,1201,12,1,3,12/1/10,19
CDAIR,20101201,2010,1201,12,1,4,12/1/10,1
CDAIR,20101204,2010,1204,12,4,7,12/4/10,0
CDAIR,20101204,2010,1204,12,4,8,12/4/10,0
CDAIR,20101204,2010,1204,12,4,9,12/4/10,0
CDAIR,20101204,2010,1204,12,4,2,12/4/10,6
CDAIR,20101204,2010,1204,12,4,3,12/4/10,0
CDAIR,20101204,2010,1204,12,4,4,12/4/10,0
CDAIR,20101204,2010,1204,12,4,5,12/4/10,1
CDAIR,20101204,2010,1204,12,4,6,12/4/10,1
CDAIR,20101204,2010,1204,12,4,8,12/4/10,1
CDAIR,20101204,2010,1204,12,4,9,12/4/10,0
CDAIR,20101204,2010,1204,12,4,10,12/4/10,0
CDAIR,20101211,2010,1211,12,11,9,12/11/10,0
CDAIR,20101211,2010,1211,12,11,10,12/11/10,1
CDAIR,20101211,2010,1211,12,11,11,12/11/10,0
CDAIR,20101212,2010,1212,12,12,12,12/12/10,0
CDAIR,20101212,2010,1212,12,12,1,12/12/10,0
CDAIR,20101212,2010,1212,12,12,2,12/12/10,0
CDAIR,20101212,2010,1212,12,12,3,12/12/10,0
CDAIR,20101212,2010,1212,12,12,4,12/12/10,0
CDAIR,20101212,2010,1212,12,12,5,12/12/10,0
CDAIR,20101212,2010,1212,12,12,6,12/12/10,7
CDAIR,20101212,2010,1212,12,12,7,12/12/10,14
CDAIR,20101212,2010,1212,12,12,8,12/12/10,8
CDAIR,20101212,2010,1212,12,12,9,12/12/10,1
CDAIR,20101212,2010,1212,12,12,11,12/12/10,1
CDAIR,20101212,2010,1212,12,12,12,12/12/10,0
CDAIR,20101212,2010,1212,12,12,1,12/12/10,0
CDAIR,20101212,2010,1212,12,12,3,12/12/10,0
CDAIR,20101212,2010,1212,12,12,4,12/12/10,0
CDAIR,20101212,2010,1212,12,12,6,12/12/10,0
CDAIR,20101212,2010,1212,12,12,7,12/12/10,0
CDAIR,20101212,2010,1212,12,12,9,12/12/10,0
CDAIR,20101212,2010,1212,12,12,10,12/12/10,0
CDAIR,20101212,2010,1212,12,12,11,12/12/10,0
CDAIR,20101216,2010,1216,12,16,1,12/16/10,1
CDAIR,20101216,2010,1216,12,16,2,12/16/10,1
CDAIR,20101216,2010,1216,12,16,3,12/16/10,0
CDAIR,20101216,2010,1216,12,16,5,12/16/10,0
CDAIR,20101216,2010,1216,12,16,6,12/16/10,0
CDAIR,20101216,2010,1216,12,16,7,12/16/10,4
CDAIR,20101216,2010,1216,12,16,8,12/16/10,4
CDAIR,20101216,2010,1216,12,16,9,12/16/10,0
CDAIR,20101216,2010,1216,12,16,11,12/16/10,0
CDAIR,20101216,2010,1216,12,16,12,12/16/10,0
CDAIR,20101216,2010,1216,12,16,1,12/16/10,0
CDAIR,20101216,2010,1216,12,16,2,12/16/10,0
CDAIR,20101216,2010,1216,12,16,3,12/16/10,0
CDAIR,20101216,2010,1216,12,16,4,12/16/10,0
CDAIR,20101216,2010,1216,12,16,9,12/16/10,0
CDAIR,20101216,2010,1216,12,16,10,12/16/10,0
CDAIR,20101216,2010,1216,12,16,11,12/16/10,1
CDAIR,20101217,2010,1217,12,17,12,12/17/10,2
CDAIR,20101217,2010,1217,12,17,1,12/17/10,1
CDAIR,20101218,2010,1218,12,18,11,12/18/10,0
CDAIR,20101218,2010,1218,12,18,12,12/18/10,6
CDAIR,20101218,2010,1218,12,18,1,12/18/10,0
CDAIR,20101218,2010,1218,12,18,2,12/18/10,1
CDAIR,20101218,2010,1218,12,18,3,12/18/10,0
CDAIR,20101218,2010,1218,12,18,4,12/18/10,0
CDAIR,20101218,2010,1218,12,18,5,12/18/10,0
CDAIR,20101221,2010,1221,12,21,2,12/21/10,0
CDAIR,20101221,2010,1221,12,21,3,12/21/10,0
CDAIR,20101221,2010,1221,12,21,4,12/21/10,0
CDAIR,20101221,2010,1221,12,21,7,12/21/10,0
CDAIR,20101221,2010,1221,12,21,8,12/21/10,0
CDAIR,20101225,2010,1225,12,25,4,12/25/10,0
CDAIR,20101225,2010,1225,12,25,5,12/25/10,1
CDAIR,20101225,2010,1225,12,25,6,12/25/10,3
CDAIR,20101225,2010,1225,12,25,7,12/25/10,6
CDAIR,20101225,2010,1225,12,25,8,12/25/10,5
CDAIR,20101225,2010,1225,12,25,9,12/25/10,3
CDAIR,20101225,2010,1225,12,25,10,12/25/10,4
CDAIR,20101225,2010,1225,12,25,11,12/25/10,3
CDAIR,20101226,2010,1226,12,26,12,12/26/10,0
CDAIR,20101226,2010,1226,12,26,1,12/26/10,1
CDAIR,20101226,2010,1226,12,26,2,12/26/10,2
CDAIR,20101226,2010,1226,12,26,3,12/26/10,1
CDAIR,20101226,2010,1226,12,26,4,12/26/10,1
CDAIR,20101226,2010,1226,12,26,5,12/26/10,2
CDAIR,20101226,2010,1226,12,26,6,12/26/10,1
CDAIR,20101226,2010,1226,12,26,7,12/26/10,0
CDAIR,20101226,2010,1226,12,26,8,12/26/10,0
CDAIR,20101226,2010,1226,12,26,9,12/26/10,1
CDAIR,20101226,2010,1226,12,26,10,12/26/10,1
CDAIR,20101226,2010,1226,12,26,11,12/26/10,1
CDAIR,20101226,2010,1226,12,26,12,12/26/10,0
CDAIR,20101226,2010,1226,12,26,3,12/26/10,0
CDAIR,20110101,2011,101,1,1,1,1/1/11,0
CDAIR,20110101,2011,101,1,1,1,1/1/11,0
CDAIR,20110101,2011,101,1,1,2,1/1/11,0
CDAIR,20110101,2011,101,1,1,3,1/1/11,0
CDAIR,20110101,2011,101,1,1,4,1/1/11,6
CDAIR,20110101,2011,101,1,1,5,1/1/11,11
CDAIR,20110101,2011,101,1,1,6,1/1/11,8
CDAIR,20110101,2011,101,1,1,7,1/1/11,2
CDAIR,20110101,2011,101,1,1,8,1/1/11,0
CDAIR,20110102,2011,102,1,2,12,1/2/11,0
CDAIR,20110102,2011,102,1,2,1,1/2/11,0
CDAIR,20110102,2011,102,1,2,2,1/2/11,1
CDAIR,20110102,2011,102,1,2,3,1/2/11,0
CDAIR,20110102,2011,102,1,2,4,1/2/11,1
CDAIR,20110102,2011,102,1,2,6,1/2/11,1
CDAIR,20110102,2011,102,1,2,7,1/2/11,4
CDAIR,20110102,2011,102,1,2,8,1/2/11,2
CDAIR,20110102,2011,102,1,2,9,1/2/11,1
CDAIR,20110102,2011,102,1,2,10,1/2/11,0
CDAIR,20110105,2011,105,1,5,8,1/5/11,0
CDAIR,20110105,2011,105,1,5,9,1/5/11,0
CDAIR,20110105,2011,105,1,5,10,1/5/11,2
CDAIR,20110105,2011,105,1,5,11,1/5/11,1
CDAIR,20110106,2011,106,1,6,12,1/6/11,1
CDAIR,20110106,2011,106,1,6,1,1/6/11,1
CDAIR,20110106,2011,106,1,6,2,1/6/11,0
CDAIR,20110106,2011,106,1,6,3,1/6/11,0
CDAIR,20110106,2011,106,1,6,6,1/6/11,0
CDAIR,20110106,2011,106,1,6,7,1/6/11,0
CDAIR,20110107,2011,107,1,7,4,1/7/11,0
CDAIR,20110107,2011,107,1,7,5,1/7/11,0
CDAIR,20110107,2011,107,1,7,6,1/7/11,1
CDAIR,20110107,2011,107,1,7,7,1/7/11,0
CDAIR,20110107,2011,107,1,7,8,1/7/11,0
CDAIR,20110108,2011,108,1,8,1,1/8/11,0
CDAIR,20110110,2011,110,1,10,4,1/10/11,3
CDAIR,20110110,2011,110,1,10,5,1/10/11,9
CDAIR,20110110,2011,110,1,10,6,1/10/11,8
CDAIR,20110110,2011,110,1,10,7,1/10/11,0
CDAIR,20110110,2011,110,1,10,8,1/10/11,0
CDAIR,20110110,2011,110,1,10,9,1/10/11,1
CDAIR,20110110,2011,110,1,10,10,1/10/11,1
CDAIR,20110110,2011,110,1,10,11,1/10/11,0
CDAIR,20110110,2011,110,1,10,12,1/10/11,0
CDAIR,20110110,2011,110,1,10,1,1/10/11,2
CDAIR,20110110,2011,110,1,10,2,1/10/11,2
CDAIR,20110110,2011,110,1,10,3,1/10/11,1
CDAIR,20110110,2011,110,1,10,4,1/10/11,2
CDAIR,20110110,2011,110,1,10,5,1/10/11,2
CDAIR,20110110,2011,110,1,10,6,1/10/11,3
CDAIR,20110110,2011,110,1,10,7,1/10/11,1
CDAIR,20110110,2011,110,1,10,8,1/10/11,4
CDAIR,20110110,2011,110,1,10,9,1/10/11,3
CDAIR,20110110,2011,110,1,10,10,1/10/11,2
CDAIR,20110110,2011,110,1,10,11,1/10/11,1
CDAIR,20110111,2011,111,1,11,12,1/11/11,1
CDAIR,20110111,2011,111,1,11,1,1/11/11,1
CDAIR,20110111,2011,111,1,11,2,1/11/11,2
CDAIR,20110111,2011,111,1,11,3,1/11/11,0
CDAIR,20110111,2011,111,1,11,4,1/11/11,0
CDAIR,20110111,2011,111,1,11,5,1/11/11,0
CDAIR,20110111,2011,111,1,11,6,1/11/11,0
CDAIR,20110111,2011,111,1,11,7,1/11/11,0
CDAIR,20110111,2011,111,1,11,8,1/11/11,0
CDAIR,20110111,2011,111,1,11,9,1/11/11,0
CDAIR,20110111,2011,111,1,11,10,1/11/11,0
CDAIR,20110111,2011,111,1,11,11,1/11/11,0
CDAIR,20110111,2011,111,1,11,12,1/11/11,0
CDAIR,20110117,2011,117,1,17,5,1/17/11,0
CDAIR,20110117,2011,117,1,17,6,1/17/11,0
CDAIR,20110117,2011,117,1,17,7,1/17/11,0
CDAIR,20110117,2011,117,1,17,8,1/17/11,1
CDAIR,20110117,2011,117,1,17,9,1/17/11,0
CDAIR,20110117,2011,117,1,17,10,1/17/11,0
CDAIR,20110117,2011,117,1,17,11,1/17/11,1
CDAIR,20110118,2011,118,1,18,12,1/18/11,0
CDAIR,20110118,2011,118,1,18,1,1/18/11,0
CDAIR,20110118,2011,118,1,18,2,1/18/11,0
CDAIR,20110118,2011,118,1,18,3,1/18/11,0
CDAIR,20110118,2011,118,1,18,4,1/18/11,0
CDAIR,20110118,2011,118,1,18,6,1/18/11,0
CDAIR,20110118,2011,118,1,18,7,1/18/11,3
CDAIR,20110118,2011,118,1,18,8,1/18/11,0
CDAIR,20110119,2011,119,1,19,12,1/19/11,0
CDAIR,20110119,2011,119,1,19,1,1/19/11,0
CDAIR,20110119,2011,119,1,19,2,1/19/11,0
CDAIR,20110119,2011,119,1,19,3,1/19/11,0
CDAIR,20110119,2011,119,1,19,4,1/19/11,0
CDAIR,20110119,2011,119,1,19,5,1/19/11,0
CDAIR,20110119,2011,119,1,19,6,1/19/11,0
CDAIR,20110121,2011,121,1,21,1,1/21/11,0
CDAIR,20110125,2011,125,1,25,2,1/25/11,1
CDAIR,20110125,2011,125,1,25,3,1/25/11,2
CDAIR,20110125,2011,125,1,25,4,1/25/11,2
CDAIR,20110125,2011,125,1,25,5,1/25/11,1
CDAIR,20110125,2011,125,1,25,6,1/25/11,0
CDAIR,20110125,2011,125,1,25,7,1/25/11,1
CDAIR,20110125,2011,125,1,25,8,1/25/11,2
CDAIR,20110125,2011,125,1,25,9,1/25/11,0
CDAIR,20110125,2011,125,1,25,11,1/25/11,0
CDAIR,20110126,2011,126,1,26,12,1/26/11,2
CDAIR,20110126,2011,126,1,26,1,1/26/11,1
CDAIR,20110126,2011,126,1,26,2,1/26/11,0
CDAIR,20110126,2011,126,1,26,3,1/26/11,1
CDAIR,20110126,2011,126,1,26,4,1/26/11,0
CDAIR,20110126,2011,126,1,26,5,1/26/11,1
CDAIR,20110126,2011,126,1,26,6,1/26/11,0
CDAIR,20110126,2011,126,1,26,7,1/26/11,2
CDAIR,20110126,2011,126,1,26,8,1/26/11,11
CDAIR,20110126,2011,126,1,26,9,1/26/11,2
CDAIR,20110126,2011,126,1,26,10,1/26/11,1
CDAIR,20110126,2011,126,1,26,11,1/26/11,3
CDAIR,20110126,2011,126,1,26,12,1/26/11,5
CDAIR,20110126,2011,126,1,26,1,1/26/11,2
CDAIR,20110126,2011,126,1,26,2,1/26/11,0
CDAIR,20110126,2011,126,1,26,4,1/26/11,0
CDAIR,20110126,2011,126,1,26,5,1/26/11,0
CDAIR,20110201,2011,201,2,1,1,2/1/11,0
CDAIR,20110201,2011,201,2,1,9,2/1/11,0
CDAIR,20110201,2011,201,2,1,10,2/1/11,1
CDAIR,20110201,2011,201,2,1,11,2/1/11,0
CDAIR,20110201,2011,201,2,1,8,2/1/11,0
CDAIR,20110201,2011,201,2,1,11,2/1/11,8
CDAIR,20110202,2011,202,2,2,12,2/2/11,20
CDAIR,20110202,2011,202,2,2,1,2/2/11,26
CDAIR,20110202,2011,202,2,2,2,2/2/11,13
CDAIR,20110203,2011,203,2,3,8,2/3/11,0
CDAIR,20110203,2011,203,2,3,9,2/3/11,1
CDAIR,20110203,2011,203,2,3,10,2/3/11,3
CDAIR,20110203,2011,203,2,3,11,2/3/11,3
CDAIR,20110204,2011,204,2,4,12,2/4/11,0
CDAIR,20110204,2011,204,2,4,1,2/4/11,0
CDAIR,20110204,2011,204,2,4,3,2/4/11,0
CDAIR,20110204,2011,204,2,4,4,2/4/11,0
CDAIR,20110204,2011,204,2,4,5,2/4/11,3
CDAIR,20110204,2011,204,2,4,6,2/4/11,1
CDAIR,20110204,2011,204,2,4,7,2/4/11,1
CDAIR,20110204,2011,204,2,4,8,2/4/11,0
CDAIR,20110204,2011,204,2,4,9,2/4/11,0
CDAIR,20110204,2011,204,2,4,10,2/4/11,1
CDAIR,20110204,2011,204,2,4,11,2/4/11,7
CDAIR,20110204,2011,204,2,4,12,2/4/11,5
CDAIR,20110204,2011,204,2,4,1,2/4/11,4
CDAIR,20110204,2011,204,2,4,2,2/4/11,7
CDAIR,20110204,2011,204,2,4,3,2/4/11,11
CDAIR,20110204,2011,204,2,4,4,2/4/11,11
CDAIR,20110204,2011,204,2,4,5,2/4/11,12
CDAIR,20110204,2011,204,2,4,6,2/4/11,12
CDAIR,20110204,2011,204,2,4,7,2/4/11,6
CDAIR,20110204,2011,204,2,4,8,2/4/11,1
CDAIR,20110204,2011,204,2,4,9,2/4/11,1
CDAIR,20110204,2011,204,2,4,10,2/4/11,0
CDAIR,20110204,2011,204,2,4,11,2/4/11,0
CDAIR,20110205,2011,205,2,5,12,2/5/11,1
CDAIR,20110205,2011,205,2,5,1,2/5/11,3
CDAIR,20110205,2011,205,2,5,2,2/5/11,4
CDAIR,20110205,2011,205,2,5,3,2/5/11,0
CDAIR,20110205,2011,205,2,5,4,2/5/11,2
CDAIR,20110205,2011,205,2,5,5,2/5/11,5
CDAIR,20110205,2011,205,2,5,6,2/5/11,32
CDAIR,20110205,2011,205,2,5,7,2/5/11,36
CDAIR,20110205,2011,205,2,5,8,2/5/11,1
CDAIR,20110205,2011,205,2,5,9,2/5/11,0
CDAIR,20110205,2011,205,2,5,10,2/5/11,0
CDAIR,20110207,2011,207,2,7,10,2/7/11,0
CDAIR,20110207,2011,207,2,7,11,2/7/11,0
CDAIR,20110210,2011,210,2,10,1,2/10/11,0
CDAIR,20110210,2011,210,2,10,2,2/10/11,0
CDAIR,20110210,2011,210,2,10,5,2/10/11,0
CDAIR,20110210,2011,210,2,10,6,2/10/11,1
CDAIR,20110210,2011,210,2,10,7,2/10/11,0
CDAIR,20110217,2011,217,2,17,2,2/17/11,0
CDAIR,20110217,2011,217,2,17,7,2/17/11,0
CDAIR,20110225,2011,225,2,25,6,2/25/11,0
CDAIR,20110225,2011,225,2,25,7,2/25/11,1
CDAIR,20110225,2011,225,2,25,8,2/25/11,1
CDAIR,20110225,2011,225,2,25,9,2/25/11,1
CDAIR,20110228,2011,228,2,28,6,2/28/11,11
CDAIR,20110228,2011,228,2,28,7,2/28/11,60
CDAIR,20110228,2011,228,2,28,8,2/28/11,21
CDAIR,20110228,2011,228,2,28,9,2/28/11,6
CDAIR,20110301,2011,301,3,1,1,3/1/11,0
CDAIR,20110305,2011,305,3,5,8,3/5/11,0
CDAIR,20110305,2011,305,3,5,9,3/5/11,0
CDAIR,20110305,2011,305,3,5,10,3/5/11,0
CDAIR,20110305,2011,305,3,5,11,3/5/11,0
CDAIR,20110305,2011,305,3,5,12,3/5/11,1
CDAIR,20110305,2011,305,3,5,2,3/5/11,0
CDAIR,20110305,2011,305,3,5,3,3/5/11,0
CDAIR,20110305,2011,305,3,5,4,3/5/11,0
CDAIR,20110305,2011,305,3,5,5,3/5/11,8
CDAIR,20110305,2011,305,3,5,6,3/5/11,6
CDAIR,20110305,2011,305,3,5,7,3/5/11,1
CDAIR,20110305,2011,305,3,5,8,3/5/11,0
CDAIR,20110305,2011,305,3,5,9,3/5/11,0
CDAIR,20110305,2011,305,3,5,10,3/5/11,0
CDAIR,20110305,2011,305,3,5,11,3/5/11,0
CDAIR,20110306,2011,306,3,6,3,3/6/11,3
CDAIR,20110306,2011,306,3,6,4,3/6/11,2
CDAIR,20110306,2011,306,3,6,5,3/6/11,4
CDAIR,20110306,2011,306,3,6,6,3/6/11,1
CDAIR,20110306,2011,306,3,6,7,3/6/11,6
CDAIR,20110306,2011,306,3,6,8,3/6/11,20
CDAIR,20110306,2011,306,3,6,9,3/6/11,8
CDAIR,20110306,2011,306,3,6,10,3/6/11,14
CDAIR,20110306,2011,306,3,6,11,3/6/11,3
CDAIR,20110306,2011,306,3,6,12,3/6/11,18
CDAIR,20110306,2011,306,3,6,1,3/6/11,1
CDAIR,20110306,2011,306,3,6,2,3/6/11,2
CDAIR,20110306,2011,306,3,6,3,3/6/11,3
CDAIR,20110306,2011,306,3,6,4,3/6/11,0
CDAIR,20110306,2011,306,3,6,5,3/6/11,0
CDAIR,20110309,2011,309,3,9,12,3/9/11,0
CDAIR,20110309,2011,309,3,9,1,3/9/11,1
CDAIR,20110309,2011,309,3,9,2,3/9/11,0
CDAIR,20110309,2011,309,3,9,3,3/9/11,2
CDAIR,20110309,2011,309,3,9,4,3/9/11,0
CDAIR,20110309,2011,309,3,9,5,3/9/11,27
CDAIR,20110309,2011,309,3,9,6,3/9/11,20
CDAIR,20110309,2011,309,3,9,7,3/9/11,12
CDAIR,20110309,2011,309,3,9,8,3/9/11,8
CDAIR,20110309,2011,309,3,9,9,3/9/11,5
CDAIR,20110309,2011,309,3,9,10,3/9/11,4
CDAIR,20110309,2011,309,3,9,11,3/9/11,1
CDAIR,20110310,2011,310,3,10,12,3/10/11,7
CDAIR,20110310,2011,310,3,10,1,3/10/11,6
CDAIR,20110310,2011,310,3,10,2,3/10/11,0
CDAIR,20110310,2011,310,3,10,3,3/10/11,0
CDAIR,20110310,2011,310,3,10,4,3/10/11,0
CDAIR,20110310,2011,310,3,10,7,3/10/11,0
CDAIR,20110310,2011,310,3,10,8,3/10/11,0
CDAIR,20110310,2011,310,3,10,9,3/10/11,2
CDAIR,20110310,2011,310,3,10,10,3/10/11,1
CDAIR,20110310,2011,310,3,10,11,3/10/11,0
CDAIR,20110310,2011,310,3,10,12,3/10/11,1
CDAIR,20110310,2011,310,3,10,1,3/10/11,0
CDAIR,20110310,2011,310,3,10,2,3/10/11,0
CDAIR,20110310,2011,310,3,10,4,3/10/11,0
CDAIR,20110310,2011,310,3,10,5,3/10/11,1
CDAIR,20110310,2011,310,3,10,6,3/10/11,0
CDAIR,20110315,2011,315,3,15,2,3/15/11,0
CDAIR,20110315,2011,315,3,15,3,3/15/11,0
CDAIR,20110315,2011,315,3,15,4,3/15/11,0
CDAIR,20110315,2011,315,3,15,5,3/15/11,0
CDAIR,20110315,2011,315,3,15,6,3/15/11,2
CDAIR,20110315,2011,315,3,15,7,3/15/11,3
CDAIR,20110315,2011,315,3,15,8,3/15/11,2
CDAIR,20110315,2011,315,3,15,9,3/15/11,0
CDAIR,20110323,2011,323,3,23,9,3/23/11,0
CDAIR,20110323,2011,323,3,23,10,3/23/11,0
CDAIR,20110324,2011,324,3,24,12,3/24/11,13
CDAIR,20110324,2011,324,3,24,1,3/24/11,1
CDAIR,20110325,2011,325,3,25,10,3/25/11,0
CDAIR,20110326,2011,326,3,26,9,3/26/11,1
CDAIR,20110326,2011,326,3,26,10,3/26/11,1
CDAIR,20110326,2011,326,3,26,11,3/26/11,0
CDAIR,20110326,2011,326,3,26,12,3/26/11,5
CDAIR,20110326,2011,326,3,26,1,3/26/11,9
CDAIR,20110326,2011,326,3,26,2,3/26/11,9
CDAIR,20110326,2011,326,3,26,3,3/26/11,9
CDAIR,20110326,2011,326,3,26,4,3/26/11,7
CDAIR,20110326,2011,326,3,26,5,3/26/11,4
CDAIR,20110326,2011,326,3,26,6,3/26/11,0
CDAIR,20110326,2011,326,3,26,7,3/26/11,3
CDAIR,20110326,2011,326,3,26,8,3/26/11,5
CDAIR,20110326,2011,326,3,26,9,3/26/11,9
CDAIR,20110326,2011,326,3,26,10,3/26/11,16
CDAIR,20110326,2011,326,3,26,11,3/26/11,20
CDAIR,20110327,2011,327,3,27,12,3/27/11,2
CDAIR,20110327,2011,327,3,27,1,3/27/11,1
CDAIR,20110327,2011,327,3,27,3,3/27/11,1
CDAIR,20110327,2011,327,3,27,4,3/27/11,0
CDAIR,20110327,2011,327,3,27,5,3/27/11,0
CDAIR,20110327,2011,327,3,27,6,3/27/11,0
CDAIR,20110327,2011,327,3,27,7,3/27/11,0
CDAIR,20110327,2011,327,3,27,8,3/27/11,0
CDAIR,20110327,2011,327,3,27,11,3/27/11,0
CDAIR,20110328,2011,328,3,28,4,3/28/11,0
CDAIR,20110328,2011,328,3,28,5,3/28/11,2
CDAIR,20110328,2011,328,3,28,6,3/28/11,10
CDAIR,20110328,2011,328,3,28,7,3/28/11,7
CDAIR,20110328,2011,328,3,28,8,3/28/11,1
CDAIR,20110328,2011,328,3,28,9,3/28/11,1
CDAIR,20110328,2011,328,3,28,10,3/28/11,0
CDAIR,20110330,2011,330,3,30,2,3/30/11,0
CDAIR,20110330,2011,330,3,30,3,3/30/11,0
CDAIR,20110330,2011,330,3,30,4,3/30/11,0
CDAIR,20110330,2011,330,3,30,5,3/30/11,1
CDAIR,20110330,2011,330,3,30,6,3/30/11,20
CDAIR,20110330,2011,330,3,30,7,3/30/11,28
CDAIR,20110330,2011,330,3,30,8,3/30/11,32
CDAIR,20110330,2011,330,3,30,9,3/30/11,12
CDAIR,20110330,2011,330,3,30,10,3/30/11,12
CDAIR,20110330,2011,330,3,30,11,3/30/11,0
CDAIR,20110330,2011,330,3,30,11,3/30/11,0
CDAIR,20110331,2011,331,3,31,12,3/31/11,0
CDAIR,20110331,2011,331,3,31,1,3/31/11,0
CDAIR,20110331,2011,331,3,31,2,3/31/11,0
CDAIR,20110331,2011,331,3,31,3,3/31/11,0
CDAIR,20110331,2011,331,3,31,4,3/31/11,0
CDAIR,20110331,2011,331,3,31,5,3/31/11,0
CDAIR,20110331,2011,331,3,31,6,3/31/11,0
CDAIR,20110331,2011,331,3,31,10,3/31/11,0
CDAIR,20110331,2011,331,3,31,11,3/31/11,2
CDAIR,20110331,2011,331,3,31,12,3/31/11,0
CDAIR,20110331,2011,331,3,31,1,3/31/11,0
CDAIR,20110331,2011,331,3,31,8,3/31/11,1
CDAIR,20110331,2011,331,3,31,11,3/31/11,0
CDAIR,20110401,2011,401,4,1,12,4/1/11,0
CDAIR,20110401,2011,401,4,1,40375,4/1/11,0
CDAIR,20110405,2011,405,4,5,1,4/5/11,1
CDAIR,20110405,2011,405,4,5,2,4/5/11,17
CDAIR,20110405,2011,405,4,5,3,4/5/11,10
CDAIR,20110405,2011,405,4,5,4,4/5/11,21
CDAIR,20110405,2011,405,4,5,5,4/5/11,0
CDAIR,20110405,2011,405,4,5,6,4/5/11,0
CDAIR,20110405,2011,405,4,5,7,4/5/11,0
CDAIR,20110409,2011,409,4,9,5,4/9/11,27
CDAIR,20110409,2011,409,4,9,6,4/9/11,52
CDAIR,20110409,2011,409,4,9,7,4/9/11,35
CDAIR,20110409,2011,409,4,9,8,4/9/11,3
CDAIR,20110412,2011,412,4,12,3,4/12/11,0
CDAIR,20110412,2011,412,4,12,4,4/12/11,0
CDAIR,20110412,2011,412,4,12,5,4/12/11,1
CDAIR,20110412,2011,412,4,12,6,4/12/11,0
CDAIR,20110412,2011,412,4,12,4,4/12/11,0
CDAIR,20110416,2011,416,4,16,1,4/16/11,0
CDAIR,20110416,2011,416,4,16,2,4/16/11,11
CDAIR,20110416,2011,416,4,16,3,4/16/11,11
CDAIR,20110416,2011,416,4,16,4,4/16/11,7
CDAIR,20110416,2011,416,4,16,5,4/16/11,29
CDAIR,20110416,2011,416,4,16,6,4/16/11,1
CDAIR,20110416,2011,416,4,16,7,4/16/11,13
CDAIR,20110416,2011,416,4,16,8,4/16/11,6
CDAIR,20110416,2011,416,4,16,9,4/16/11,1
CDAIR,20110416,2011,416,4,16,11,4/16/11,0
CDAIR,20110416,2011,416,4,16,12,4/16/11,43
CDAIR,20110421,2011,421,4,21,10,4/21/11,0
CDAIR,20110421,2011,421,4,21,11,4/21/11,0
CDAIR,20110422,2011,422,4,22,1,4/22/11,1
CDAIR,20110422,2011,422,4,22,2,4/22/11,0
CDAIR,20110422,2011,422,4,22,3,4/22/11,0
CDAIR,20110422,2011,422,4,22,8,4/22/11,1
CDAIR,20110422,2011,422,4,22,9,4/22/11,9
CDAIR,20110422,2011,422,4,22,10,4/22/11,6
CDAIR,20110422,2011,422,4,22,11,4/22/11,6
CDAIR,20110422,2011,422,4,22,12,4/22/11,0
CDAIR,20110422,2011,422,4,22,1,4/22/11,0
CDAIR,20110422,2011,422,4,22,2,4/22/11,0
CDAIR,20110422,2011,422,4,22,3,4/22/11,0
CDAIR,20110422,2011,422,4,22,8,4/22/11,0
CDAIR,20110422,2011,422,4,22,9,4/22/11,0
CDAIR,20110422,2011,422,4,22,10,4/22/11,0
CDAIR,20110422,2011,422,4,22,11,4/22/11,0
CDAIR,20110423,2011,423,4,23,12,4/23/11,0
CDAIR,20110423,2011,423,4,23,1,4/23/11,0
CDAIR,20110423,2011,423,4,23,2,4/23/11,1
CDAIR,20110423,2011,423,4,23,3,4/23/11,0
CDAIR,20110423,2011,423,4,23,4,4/23/11,0
CDAIR,20110423,2011,423,4,23,5,4/23/11,0
CDAIR,20110423,2011,423,4,23,6,4/23/11,1
CDAIR,20110423,2011,423,4,23,7,4/23/11,0
CDAIR,20110423,2011,423,4,23,8,4/23/11,0
CDAIR,20110423,2011,423,4,23,9,4/23/11,0
CDAIR,20110426,2011,426,4,26,12,4/26/11,0
CDAIR,20110427,2011,427,4,27,12,4/27/11,0
CDAIR,20110427,2011,427,4,27,1,4/27/11,0
CDAIR,20110428,2011,428,4,28,3,4/28/11,12
CDAIR,20110428,2011,428,4,28,4,4/28/11,3
CDAIR,20110428,2011,428,4,28,7,4/28/11,0
CDAIR,20110428,2011,428,4,28,11,4/28/11,3
CDAIR,20110501,2011,501,5,1,1,5/1/11,0
CDAIR,20110503,2011,503,5,3,9,5/3/11,0
CDAIR,20110503,2011,503,5,3,10,5/3/11,42
CDAIR,20110503,2011,503,5,3,11,5/3/11,0
CDAIR,20110504,2011,504,5,4,12,5/4/11,1
CDAIR,20110504,2011,504,5,4,1,5/4/11,0
CDAIR,20110504,2011,504,5,4,2,5/4/11,0
CDAIR,20110504,2011,504,5,4,3,5/4/11,5
CDAIR,20110504,2011,504,5,4,4,5/4/11,15
CDAIR,20110504,2011,504,5,4,5,5/4/11,18
CDAIR,20110504,2011,504,5,4,6,5/4/11,0
CDAIR,20110506,2011,506,5,6,11,5/6/11,4
CDAIR,20110508,2011,508,5,8,4,5/8/11,0
CDAIR,20110511,2011,511,5,11,12,5/11/11,16
CDAIR,20110511,2011,511,5,11,1,5/11/11,51
CDAIR,20110511,2011,511,5,11,2,5/11/11,0
CDAIR,20110511,2011,511,5,11,6,5/11/11,1
